regulatoryGene	targetGene	weight
AT3G63350	AT5G15480	0.0163287865332584
AT1G50640	AT2G36815	0.0163287616976111
AT3G51910	AT2G26360	0.0163286981405352
AT1G01720	AT4G25380	0.0163284019894192
AT5G39760	AT4G12450	0.0163283577309239
AT5G67180	AT2G23430	0.0163281675263222
AT5G03720	AT2G32190	0.0163281571001902
AT3G54990	AT2G47360	0.0163280815553743
AT3G54220	AT3G46200	0.0163276010899893
AT1G49560	AT4G30170	0.016327547995475
AT3G28857	AT1G47510	0.0163273562324739
AT5G05410	AT5G47120	0.0163272990143212
AT2G40340	AT1G35210	0.0163270040864779
AT4G01550	AT2G39650	0.0163267013553979
AT1G68520	AT1G69850	0.0163266588110473
AT3G47620	AT5G15150	0.0163266034556259
AT4G00150	AT1G02650	0.0163260011311943
AT1G54160	AT4G17615	0.0163255570010836
AT5G05410	AT3G05030	0.0163254880117025
AT5G39860	AT3G03190	0.0163253590600276
AT2G30424	AT4G33120	0.0163247006154427
AT4G11660	AT3G26510	0.0163246658086448
AT4G29190	AT3G62740	0.0163244126331956
AT3G28857	AT2G41231	0.0163241555427526
AT1G01060	AT2G02950	0.0163240104849467
AT5G56960	AT4G25390	0.0163237109519491
AT2G42200	AT2G33700	0.0163234023582282
AT3G11020	AT4G36490	0.0163233468539163
AT5G15150	AT2G34000	0.0163229855139134
AT5G67180	AT5G37550	0.0163226266224978
AT4G38340	AT3G13720	0.0163225936247432
AT1G01250	AT5G50950	0.0163225656249274
AT2G38250	AT3G17790	0.0163223798351991
AT3G12977	AT4G18195	0.01632216150261
AT2G20880	AT5G05270	0.0163218709129466
AT5G03150	AT1G03170	0.0163217938610544
AT3G46080	AT2G44840	0.0163206498943899
AT2G46310	AT2G47730	0.0163206415058008
AT3G51910	AT3G15030	0.0163205168390668
AT3G46130	AT2G42190	0.0163202816545139
AT1G20640	AT2G24840	0.0163202517812081
AT1G21340	AT1G16070	0.0163199450994043
AT2G42300	AT4G33120	0.0163198142832418
AT2G46310	AT5G43160	0.0163193703995195
AT1G77850	AT2G39300	0.016319267958219
AT1G49130	AT4G36950	0.0163186339409474
AT3G10500	AT1G60060	0.0163171995378023
AT1G22640	AT4G18195	0.0163163929521052
AT4G11660	AT2G34890	0.0163163586167108
AT5G61590	AT5G10570	0.01631625011997
AT5G15830	AT2G46480	0.0163161519220886
AT2G31070	AT1G52830	0.0163159205936305
AT5G64750	AT2G01850	0.0163156843513399
AT5G62020	AT3G09350	0.0163150400912838
AT1G01250	AT4G35060	0.0163149031487316
AT3G63350	AT5G13200	0.0163148282267486
AT1G46768	AT1G52820	0.0163146910354694
AT2G42400	AT5G04970	0.01631449337388
AT3G16280	AT1G22360	0.0163144741858793
AT4G18880	AT2G43445	0.0163142509217397
AT2G25900	AT3G47600	0.016313753237759
AT3G15030	AT2G28420	0.016313498738138
AT3G50330	AT5G38130	0.0163131210022537
AT3G61630	AT5G62910	0.0163130183192404
AT5G04410	AT2G17680	0.0163129446374553
AT5G60130	AT5G03120	0.016312751223007
AT5G67300	AT3G27290	0.0163126485999139
AT3G62610	AT2G44230	0.0163124315069187
AT3G46090	AT1G22985	0.0163120299919327
AT1G20640	AT4G19120	0.0163115547612355
AT4G34410	AT4G34880	0.016311230851828
AT4G18450	AT4G21320	0.0163112005922438
AT1G18330	AT4G21320	0.01631094905984
AT3G46090	AT3G10800	0.0163106810552534
AT5G13910	AT5G24190	0.0163105008498047
AT4G36990	AT1G33055	0.0163104340054378
AT2G28550	AT1G22065	0.0163102318482619
AT1G01720	AT2G33170	0.0163101948357223
AT4G36990	AT3G26450	0.0163101726220266
AT2G45160	AT1G01720	0.0163099908743536
AT2G25900	AT1G22650	0.0163093241303218
AT1G77850	AT2G07728	0.0163091884904581
AT3G10800	AT1G62930	0.0163088939896054
AT3G51910	AT3G09040	0.0163079575284722
AT3G07340	AT5G03890	0.016307411427373
AT5G59340	AT1G14600	0.016307379525306
AT1G49560	AT1G21740	0.0163072007808607
AT2G38470	AT3G60710	0.0163070660796708
AT5G67300	AT5G41761	0.0163069329422262
AT2G41940	AT5G41080	0.0163065639692233
AT1G22985	AT1G24140	0.0163060115629609
AT4G00940	AT4G00350	0.016305678089001
AT2G46270	AT5G22410	0.0163050402675085
AT2G02080	AT4G34550	0.016304675280582
AT2G26150	AT5G56010	0.0163044452735073
AT1G27730	AT4G28480	0.0163044339437017
AT2G38340	AT5G48570	0.0163043362582659
AT2G38340	AT2G26140	0.0163040717643066
AT1G33760	AT4G37860	0.0163039789717807
AT2G42300	AT2G38465	0.0163033973480815
AT3G10500	AT5G54060	0.0163027345237251
AT5G43650	AT5G09876	0.0163021027049669
AT4G34610	AT5G43170	0.0163017528255811
AT1G77850	AT2G46310	0.0163016325242044
AT5G67300	AT4G21323	0.0163011103183634
AT5G62020	AT2G41160	0.0163003550278092
AT3G16870	AT3G14740	0.0163001108424784
AT5G05410	AT5G24660	0.0162995585935838
AT5G61420	AT4G31590	0.0162995165593514
AT1G19510	AT5G62360	0.0162987485028964
AT2G35640	AT2G07806	0.0162981826481952
AT1G20640	AT3G53830	0.0162979565159324
AT1G77850	AT5G24960	0.0162979343296447
AT1G13300	AT2G35200	0.0162976984085317
AT2G31070	AT1G35210	0.0162970231612867
AT1G20640	AT5G64510	0.0162969400538582
AT3G28920	AT1G18980	0.0162969293236592
AT5G59820	AT5G24210	0.0162968627624902
AT1G13300	AT5G20470	0.0162966708499562
AT3G54990	AT3G51240	0.0162966092352141
AT3G15030	AT4G15280	0.0162963183927513
AT1G17460	AT1G65060	0.0162956716242305
AT4G17810	AT3G06100	0.0162949123258707
AT5G08070	AT3G61950	0.016294842542203
AT2G44840	AT5G15960	0.0162947258210596
AT5G46590	AT2G46310	0.0162945862186926
AT2G34140	AT3G30530	0.0162942606914785
AT4G00940	AT4G23493	0.0162940818145243
AT1G27730	AT3G55980	0.0162938485787592
AT3G11020	AT1G16040	0.0162931560046411
AT2G46870	AT2G33170	0.0162925642876524
AT1G68520	AT1G48130	0.0162924808494346
AT1G20640	AT1G78400	0.0162919963078251
AT5G10970	AT4G14403	0.0162918338680814
AT3G47870	AT1G61230	0.0162916897710199
AT3G23240	AT2G18690	0.0162915109608904
AT1G18330	AT3G44110	0.0162915018757853
AT1G68880	AT1G75590	0.01629128020908
AT5G62020	AT1G56440	0.0162910293149323
AT5G15830	AT5G20670	0.0162907738858189
AT2G42400	AT1G47510	0.0162902577087646
AT2G40200	AT3G50170	0.016289847732131
AT1G46768	AT5G49700	0.0162898431155649
AT2G42200	ATMG00040	0.0162895356053731
AT2G35700	AT5G61590	0.0162892306321391
AT5G43650	AT3G23230	0.0162888233557296
AT4G34610	AT3G22100	0.0162881278106906
AT3G10800	AT2G07667	0.0162876723597773
AT3G46130	AT5G51760	0.0162874658724675
AT2G16720	AT1G12750	0.0162871448919425
AT2G45160	AT3G13840	0.0162862088063322
AT5G39860	AT4G35060	0.0162860182567431
AT2G38470	AT2G32190	0.016285918876494
AT1G35560	AT3G03510	0.0162856585738437
AT4G34680	AT3G17800	0.0162849059829791
AT3G46130	AT5G52570	0.0162844602392833
AT1G22985	AT1G72760	0.0162841872644977
AT1G50640	AT4G35060	0.0162840392893381
AT5G60440	AT2G05180	0.0162827953804928
AT1G56650	AT2G46567	0.016282482351307
AT4G01460	AT1G67360	0.0162821773543579
AT2G41940	AT3G29590	0.0162820611633807
AT1G14920	AT3G49980	0.0162818508072099
AT3G07340	AT1G12090	0.0162818254945376
AT1G01720	AT3G14440	0.0162812272320006
AT5G59570	AT1G14600	0.0162807903625173
AT4G05170	AT2G34340	0.0162806191370941
AT3G07340	AT2G47370	0.0162806112699949
AT2G22200	AT5G45570	0.0162801030111817
AT4G01720	AT4G14301	0.0162797433622876
AT1G75390	AT2G19580	0.0162783850970522
AT3G11020	AT4G27654	0.0162776069855261
AT5G24590	AT5G59720	0.0162775783747067
AT3G10500	AT3G06100	0.0162771940728948
AT2G26150	AT5G53400	0.0162770405911615
AT1G49560	AT4G15990	0.0162769066216732
AT5G67300	AT4G11660	0.0162768944536609
AT2G38470	AT1G42990	0.0162758649680286
AT1G22985	AT4G34150	0.0162752610996577
AT1G56170	AT2G30480	0.0162752414523685
AT2G24681	AT1G67920	0.0162747977825915
AT2G40200	AT1G11700	0.0162746903627045
AT5G05410	AT1G31835	0.0162733945836465
AT3G48920	AT5G12900	0.0162732507037053
AT2G41940	AT5G37260	0.0162729723202081
AT1G76890	AT4G15765	0.0162729346208768
AT1G16640	AT1G16022	0.0162725972953453
AT2G28550	AT1G71000	0.0162725194083973
AT1G24625	AT2G28570	0.0162721795402089
AT2G40340	AT2G44840	0.0162717489813561
AT5G04410	AT3G44110	0.0162707236434487
AT1G54160	AT3G49950	0.0162703671476541
AT1G20640	AT1G21550	0.0162702229887607
AT3G07340	AT3G57040	0.0162702054280851
AT5G05410	AT3G46310	0.0162699936013709
AT5G05090	AT4G18700	0.0162697212495521
AT4G28140	AT4G34220	0.0162693987146647
AT1G30650	AT3G24900	0.0162692329771225
AT4G00150	AT3G12190	0.0162691721093314
AT2G45160	AT1G12710	0.0162688707485622
AT4G17810	AT4G16146	0.0162685751559839
AT5G18300	AT4G25470	0.0162684874509113
AT1G27730	AT4G39670	0.0162678788690801
AT4G36990	AT4G14819	0.0162670006511299
AT4G17980	AT3G25950	0.0162668034072472
AT4G34400	AT1G26590	0.0162665231503736
AT2G45160	AT5G25280	0.016265186956639
AT2G24680	AT4G11660	0.0162646007251656
AT3G10500	AT2G01850	0.0162641856015034
AT3G47600	AT5G52250	0.016264133830483
AT5G59820	AT4G12530	0.016263559313969
AT5G59820	AT1G76080	0.0162635573317353
AT4G34680	AT2G31085	0.0162632383670907
AT4G18390	AT5G43620	0.0162623791371728
AT2G42400	AT3G27510	0.0162620346638993
AT3G10800	AT1G14360	0.0162616447428116
AT4G05170	AT1G16440	0.0162608845186216
AT4G17230	AT1G12380	0.0162591695919649
AT5G24590	AT4G10250	0.0162585660208345
AT2G46870	AT1G77290	0.0162577395531
AT4G18390	AT4G16500	0.0162576986135379
AT3G29035	AT3G01210	0.0162574321607159
AT5G51790	AT1G72490	0.0162563519120645
AT5G48250	AT5G43160	0.0162562993679468
AT5G66870	AT1G68470	0.0162562895120503
AT2G43500	AT5G24200	0.016256105603125
AT4G36990	AT4G25760	0.0162557427258711
AT5G03720	AT1G01200	0.016255234160259
AT1G13300	AT3G29590	0.016254749452469
AT1G14600	AT2G25930	0.0162546438771922
AT4G01120	AT3G15500	0.0162545999032186
AT5G03740	AT1G66830	0.0162545882142588
AT5G07580	AT5G43870	0.0162539924366142
AT3G10800	AT2G29450	0.0162535959172413
AT2G26940	AT1G68350	0.0162535543234567
AT5G59820	AT2G32210	0.0162519551527136
AT1G24625	AT3G03950	0.0162518661113711
AT5G01900	AT1G13550	0.0162511758816332
AT1G71030	AT5G19480	0.0162505352079111
AT1G56010	AT5G20270	0.0162503319444729
AT2G24840	AT4G27654	0.0162502020808971
AT2G46870	AT1G15415	0.0162497569864925
AT3G14020	AT4G14480	0.01624965023445
AT4G36990	AT5G23380	0.0162495615070292
AT5G24590	AT4G02425	0.0162490105406039
AT3G29035	AT3G16560	0.0162489766268617
AT3G07340	AT5G57910	0.0162489090133585
AT4G23550	AT4G01950	0.0162488736324253
AT1G14920	AT3G63350	0.0162476083607635
AT3G55980	AT2G32150	0.0162467862335248
AT5G25830	AT5G37960	0.0162463300283853
AT4G00940	AT1G72660	0.0162458300918933
AT3G28910	AT5G25640	0.0162451451352982
AT5G04410	AT1G52530	0.0162451136903138
AT5G16600	AT1G77000	0.016244901366605
AT4G01460	AT1G30860	0.0162443795111305
AT1G51140	AT4G22780	0.0162441408296028
AT1G30650	AT2G03020	0.016244013245119
AT3G47620	AT1G31350	0.016243958207344
AT5G05410	AT5G58590	0.016243506934481
AT2G24680	AT5G12020	0.0162431722669234
AT5G61590	AT2G44380	0.0162426568920661
AT5G05410	AT3G09350	0.0162422124595506
AT4G17810	AT1G13430	0.0162419325859861
AT1G49560	AT3G53150	0.0162415719248661
AT4G00940	AT3G24500	0.0162411059251473
AT5G24590	AT5G43620	0.0162401692632664
AT2G42300	AT4G14695	0.0162395174679247
AT3G47620	AT1G36940	0.0162394597133069
AT2G24680	AT4G12400	0.0162394268221498
AT5G10570	AT5G01900	0.0162387729198255
AT1G75390	AT3G60360	0.0162386412904174
AT1G77850	AT5G23270	0.0162385019620817
AT4G18390	AT5G37960	0.0162384982089177
AT1G71030	AT5G13580	0.0162384569941262
AT5G48250	AT5G05220	0.0162368036367462
AT5G62020	AT3G03520	0.0162366579275785
AT1G57560	AT2G22510	0.0162365616176483
AT4G00940	AT5G48570	0.0162362526584229
AT5G59820	AT3G25014	0.0162354120146165
AT5G05410	AT5G51440	0.0162344145170168
AT3G61950	AT3G23240	0.0162343860659744
AT3G18550	AT4G01500	0.01623409802514
AT3G46090	AT4G27970	0.016234093742385
AT4G29190	AT1G72910	0.0162340750169484
AT3G63350	AT1G72660	0.0162338529550943
AT2G46310	AT3G45330	0.0162335544161988
AT5G62020	AT5G64510	0.0162335215971554
AT1G56010	AT2G24762	0.016233371914485
AT5G05410	AT5G42380	0.0162333639855007
AT3G21880	AT3G59130	0.0162333455181605
AT5G15480	AT3G23637	0.0162332485080916
AT2G26150	AT2G36980	0.0162329807435671
AT5G62020	AT2G38470	0.016232880164498
AT2G30424	AT2G38185	0.0162328400006069
AT4G11660	AT5G47830	0.0162327291581975
AT2G44840	AT1G02920	0.0162326404470452
AT3G51910	AT2G25140	0.0162322022494327
AT1G26590	AT1G62370	0.0162317474292696
AT5G14000	AT4G25845	0.0162313658973473
AT2G38340	AT5G05220	0.016230614172256
AT4G11660	AT1G44414	0.0162305022176823
AT2G46270	AT3G20180	0.0162301150170212
AT2G42400	AT1G16640	0.0162300184127681
AT3G15500	AT4G32860	0.0162295175372647
AT5G56860	AT1G52240	0.0162294971119937
AT3G28857	AT3G25060	0.0162293259765184
AT3G15030	AT5G10890	0.0162284815785768
AT3G21880	AT5G06820	0.0162281234932678
AT2G40340	AT1G22110	0.0162280906268323
AT5G61600	AT5G45640	0.0162275068086276
AT3G11260	AT5G10340	0.0162264319083812
AT1G76890	AT1G27045	0.0162264171108999
AT3G63350	AT4G19430	0.0162260276754518
AT3G62610	AT5G37500	0.0162257139364801
AT1G01250	AT2G36815	0.0162252897431901
AT1G76890	AT3G13065	0.0162251282068306
AT1G76890	AT2G36815	0.0162249321991896
AT1G18710	AT1G53080	0.0162244813175784
AT1G21340	AT1G69850	0.0162241298190971
AT5G66770	AT5G48980	0.0162239445983454
AT1G32870	AT5G49390	0.0162237993258716
AT4G28790	AT4G14170	0.0162237663434482
AT3G13850	AT3G27025	0.0162236254709029
AT1G56170	AT3G17611	0.016223583994573
AT3G15030	ATMG01090	0.0162231260251569
AT1G13600	AT3G56100	0.0162228222000432
AT2G25900	AT5G49170	0.0162227757622678
AT2G42400	AT3G12977	0.0162222582824658
AT3G47600	AT2G25900	0.0162217515256528
AT5G18300	AT2G07787	0.0162217209156783
AT1G01250	AT4G14170	0.0162212617592222
AT1G17460	AT5G59480	0.0162211638928912
AT3G28857	AT2G38185	0.0162207203139578
AT3G49530	AT5G52750	0.0162203296634888
AT1G68520	AT2G25900	0.0162201627960693
AT3G28920	AT5G55350	0.0162199756743658
AT3G28910	AT3G43580	0.016219442066579
AT4G22950	AT1G75390	0.01621931825564
AT3G28857	AT1G32090	0.016218529443672
AT4G05170	AT3G24090	0.016218322602897
AT4G18390	AT5G11140	0.0162182549561729
AT4G33880	AT5G49525	0.016218249363377
AT4G23550	AT4G05470	0.016218085245137
AT1G54160	AT5G66330	0.0162180153100251
AT2G24680	AT1G27050	0.016217806663992
AT1G27730	AT5G53400	0.0162169725705981
AT1G17950	AT2G33100	0.0162154366523311
AT5G61420	AT5G65300	0.0162152434561803
AT1G56010	AT4G16500	0.0162145486964003
AT4G01550	AT5G54165	0.0162143868860998
AT2G16720	AT5G51370	0.0162131647372375
AT5G64750	AT3G25573	0.0162131468942149
AT4G18450	AT1G07500	0.0162126247314113
AT4G17810	AT5G43030	0.0162121409090986
AT5G10570	AT2G32530	0.0162118490597457
AT3G46080	AT4G37682	0.0162118434559917
AT4G11660	AT2G44130	0.0162115637460096
AT2G43500	AT2G30000	0.0162109927316886
AT1G33760	AT2G07787	0.0162104487165137
AT4G34680	AT5G09930	0.0162103949909627
AT5G04340	AT5G13200	0.0162101953479933
AT2G30424	AT1G08570	0.0162101115764959
AT3G63350	AT3G50420	0.0162098693146549
AT1G17460	AT3G07340	0.0162097700059857
AT2G24696	AT4G15990	0.0162088434520464
AT2G24680	AT5G06750	0.0162083754400729
AT4G22950	AT5G28910	0.0162073949056289
AT5G01380	AT2G35770	0.016207224092464
AT4G01720	AT4G39410	0.0162069803108001
AT5G59820	AT5G01380	0.0162065355557663
AT5G61600	AT3G46090	0.0162057531363707
AT3G54990	AT3G45950	0.016205374172197
AT3G07340	AT2G29320	0.0162049410478682
AT1G78600	AT4G03270	0.0162045851939454
AT2G40340	ATMG00665	0.0162034945770828
AT3G10500	AT2G41940	0.0162030061270077
AT2G25000	AT3G45330	0.0162025770504518
AT1G20640	AT1G52560	0.0162022645293551
AT5G49330	AT3G56600	0.0162021858075625
AT5G03150	AT4G12730	0.0162021683362403
AT5G06250	AT4G14403	0.0162001145636795
AT5G67180	AT5G07990	0.0161988321022957
AT5G57150	AT5G57630	0.0161984759013702
AT3G18550	ATMG01280	0.0161982724574325
AT4G18390	AT3G27510	0.0161977255959106
AT3G01140	AT3G22100	0.0161977096911735
AT5G56960	AT1G73810	0.016197451713457
AT5G25830	AT5G64200	0.0161961563993248
AT2G26150	AT5G66890	0.0161961539444793
AT2G02080	AT5G10570	0.0161961272754122
AT1G76890	AT3G23730	0.0161959958691435
AT5G57150	AT3G07350	0.0161959467612628
AT5G10970	AT5G61600	0.0161952404390899
AT1G27730	AT2G32190	0.0161947640240959
AT3G46090	AT5G67310	0.016194696206751
AT1G01250	AT3G55580	0.016194676070957
AT2G30424	AT3G61028	0.0161944037437998
AT4G27410	AT1G51340	0.0161935831513815
AT4G01120	AT1G73690	0.0161928463000996
AT3G47870	AT2G28755	0.0161926103461904
AT1G50640	AT5G57150	0.0161924206373028
AT5G13080	AT1G32350	0.0161916725823605
AT4G16610	AT2G18120	0.0161911742584814
AT3G49530	AT2G18670	0.0161910070246773
AT1G76890	AT5G62360	0.0161905100715241
AT4G36990	AT5G51430	0.0161904239029741
AT4G37780	AT4G23140	0.0161899611381553
AT5G24590	AT2G30480	0.0161896365273066
AT5G62020	AT5G45340	0.0161895801939612
AT1G56010	AT5G14940	0.0161882921211351
AT2G46310	AT5G01830	0.0161879493858234
AT4G36540	AT1G74290	0.0161874695565719
AT3G10800	AT5G35320	0.0161869165824388
AT3G12977	AT1G18980	0.0161868524825176
AT3G54220	AT5G35735	0.0161862013695209
AT4G38340	AT1G49560	0.0161856563710705
AT2G42300	AT4G32800	0.0161853622551047
AT1G78080	AT2G15980	0.0161849776384197
AT5G59820	AT4G15410	0.0161845807982909
AT1G16640	AT4G02050	0.0161842675637545
AT3G28857	AT1G79780	0.01618416620133
AT2G31070	AT3G51240	0.0161840170643223
AT1G68520	AT5G52250	0.016183318445983
AT3G29035	AT5G23530	0.0161825932688908
AT3G15030	AT5G03210	0.0161825707956808
AT1G49560	AT3G63440	0.0161819630685848
AT3G28857	AT3G13850	0.0161815068453659
AT5G57150	AT1G11880	0.0161803807652825
AT2G25900	AT3G63440	0.0161793744756668
AT2G25000	AT3G52700	0.0161792272786735
AT5G53660	AT4G11280	0.0161788474840722
AT5G16600	AT2G43020	0.0161788156758365
AT5G04410	AT5G44005	0.0161786899518424
AT5G48250	AT4G27654	0.0161784636322325
AT1G16640	AT1G06090	0.0161781973895255
AT4G18880	AT2G30000	0.0161780839647594
AT1G78600	AT5G49560	0.0161778582815251
AT1G56010	AT2G33170	0.0161778156509642
AT3G01140	AT1G77460	0.0161777246517959
AT4G34610	AT3G06830	0.016176516673559
AT2G16720	AT1G53590	0.0161762783452715
AT2G42300	AT3G62630	0.0161758612809247
AT5G05410	AT1G78310	0.0161758504975067
AT1G75390	AT4G02040	0.0161755597470407
AT1G33760	AT4G36010	0.0161743314496488
AT4G18390	AT3G04200	0.0161738664915218
AT5G06250	AT2G25130	0.0161737934451187
AT4G00940	AT5G64200	0.0161731059990153
AT2G34140	AT2G22820	0.0161729768608388
AT3G48920	AT1G63245	0.0161727954077417
AT5G17300	AT3G27500	0.0161726120973959
AT5G57150	AT1G14540	0.0161724554072658
AT4G36240	AT1G56650	0.0161723230638647
AT2G42200	AT3G45680	0.0161719823920863
AT2G38250	AT2G17430	0.016171785821325
AT5G03680	AT2G38600	0.0161717688840726
AT5G07700	AT5G46830	0.0161716232286761
AT4G11660	AT5G44005	0.0161715834666476
AT1G01250	AT3G52740	0.0161712073129805
AT5G03720	AT3G28740	0.016171144787539
AT1G17460	AT3G47160	0.0161710828613086
AT1G32870	AT1G22650	0.0161707420984563
AT1G73410	AT2G04500	0.0161707192017939
AT1G49560	AT3G06520	0.01617048568397
AT3G46090	AT3G07150	0.0161693846785856
AT3G02990	AT1G53270	0.0161693548264217
AT3G10800	AT5G43620	0.0161690884686981
AT1G24625	AT2G18938	0.0161683982773705
AT4G25470	AT5G23400	0.016168201000346
AT1G56010	AT5G05270	0.0161677901749587
AT5G59820	AT1G55300	0.0161677361833183
AT4G36990	AT2G02760	0.0161676461280476
AT1G22190	AT5G56010	0.0161671507732044
AT1G68520	AT1G55390	0.0161666552820938
AT4G28140	AT1G28600	0.0161663776576058
AT5G10570	AT2G21100	0.0161662779357487
AT4G01550	AT5G51430	0.016165982020247
AT5G25830	AT1G72416	0.0161653882007056
AT1G32510	AT5G19560	0.0161649362457142
AT4G25470	AT4G38030	0.0161646632480927
AT2G22200	AT1G05065	0.0161646272801462
AT5G61420	AT3G55980	0.0161645645131727
AT2G38340	AT3G48520	0.0161643298382892
AT3G54320	AT2G44400	0.0161640830230935
AT3G15510	AT4G13290	0.0161639904941158
AT5G03740	AT4G24410	0.0161638907793794
AT4G01720	AT2G29090	0.0161634994168998
AT5G07700	AT1G49560	0.0161633572377052
AT1G03840	AT1G05330	0.0161632767659452
AT5G49330	AT4G31370	0.0161630947413253
AT1G14600	AT5G46610	0.0161630361551562
AT1G27730	AT3G08700	0.0161623671524633
AT1G68520	AT3G52740	0.0161622009083632
AT4G25470	ATMG01280	0.0161614006313405
AT2G42400	AT2G21200	0.0161609700095151
AT4G01460	AT2G28870	0.016160215970826
AT1G20640	AT4G34150	0.0161601785886578
AT1G78600	ATMG01090	0.0161600012024362
AT5G04340	AT2G36750	0.01615951390656
AT1G01250	AT4G29190	0.0161586939495992
AT3G51910	AT2G29450	0.0161586829129277
AT1G32870	AT2G37170	0.0161584203218268
AT5G61590	AT1G02820	0.0161584096905119
AT5G67300	AT5G43620	0.0161582408021681
AT4G18390	AT1G30060	0.0161581112227988
AT1G46768	AT4G39675	0.0161570199977611
AT4G17810	AT1G02820	0.0161564032884019
AT4G29190	AT1G22885	0.0161558744112107
AT5G03720	AT3G52400	0.0161552127430344
AT2G42200	AT1G11112	0.0161549053881973
AT2G45160	AT3G48540	0.0161545626184952
AT5G67300	AT5G58590	0.0161545069614297
AT1G78080	AT1G55380	0.0161544658143158
AT2G41835	AT5G36920	0.0161542751717711
AT3G28857	AT5G01380	0.0161540268049486
AT3G54990	AT3G17400	0.0161539799007497
AT2G17950	AT4G27654	0.016153237741221
AT5G67060	AT5G45790	0.0161532258901518
AT2G38250	AT1G66830	0.0161526773927385
AT1G03970	AT4G17970	0.0161524807721692
AT5G07580	AT1G57560	0.0161522824241754
AT2G26150	AT4G14819	0.016152096809037
AT3G29035	AT4G01950	0.0161516314621761
AT5G67300	AT5G60610	0.0161513208109757
AT5G48250	AT2G07775	0.016150932948659
AT4G01550	AT3G14740	0.0161508846139948
AT3G46090	AT1G52830	0.0161496040381477
AT3G48920	AT4G33120	0.0161491050127127
AT5G61590	AT1G73066	0.0161490940259531
AT5G59820	AT1G22985	0.0161484124372494
AT2G38340	AT1G27090	0.0161478974112893
AT1G33760	AT3G61190	0.0161474411647512
AT5G62020	AT2G24680	0.016147022457084
AT2G42400	AT3G63310	0.0161466152349103
AT2G42300	AT2G45850	0.0161464439047624
AT5G16600	AT1G31280	0.0161458948006322
AT1G21340	AT4G01910	0.016145220760473
AT4G05170	AT3G21880	0.0161451362270191
AT5G10280	AT1G38065	0.0161449727012838
AT3G49530	AT3G13403	0.0161445098453498
AT5G16600	AT5G03560	0.0161440971283484
AT5G43650	AT5G59270	0.0161438050164926
AT1G01250	AT1G22065	0.0161437619187378
AT3G62610	AT5G23530	0.0161434364686835
AT3G10800	AT4G38030	0.016143156018381
AT5G41315	AT3G23440	0.0161425203224547
AT4G00940	AT5G23400	0.0161423420125485
AT1G32330	AT1G23550	0.0161421469758018
AT1G27730	AT1G09070	0.0161420891964461
AT5G61600	AT1G09070	0.0161420640159321
AT4G00940	AT2G26140	0.0161419314040048
AT5G07700	AT5G59430	0.0161417476986454
AT1G32330	AT4G01735	0.0161415597674142
AT4G18880	AT4G28085	0.0161413785589206
AT2G38250	AT1G17430	0.016141295266277
AT4G05170	AT3G21240	0.0161411374699801
AT3G51910	AT5G64400	0.0161407728078791
AT5G25830	AT4G24010	0.0161391152647828
AT5G59820	AT4G11660	0.0161385462109498
AT1G20640	AT5G53400	0.0161384605966806
AT3G49530	AT3G08720	0.0161370167984959
AT1G32330	AT3G61900	0.0161368516054146
AT1G49560	AT5G24390	0.0161364984406938
AT3G16280	AT2G02950	0.0161362328726079
AT2G42200	AT4G34220	0.0161361395577278
AT1G55580	AT3G27630	0.0161348349994141
AT5G07580	AT2G17550	0.016134217186227
AT4G28140	AT5G21100	0.0161337062710338
AT2G34830	AT5G12900	0.0161337029103893
AT5G56860	AT4G14650	0.0161335717402326
AT1G24625	AT1G06760	0.0161330436483119
AT5G05410	AT3G14620	0.0161329841456733
AT3G10500	AT4G15765	0.0161324357266744
AT5G15830	AT5G53020	0.0161323705835301
AT1G21340	AT2G04030	0.0161320426641627
AT2G46270	AT5G63225	0.0161314233379973
AT1G80730	AT4G25760	0.016131103996711
AT5G05410	AT2G26790	0.0161310005962872
AT1G56010	AT2G01390	0.0161306780603095
AT1G17460	AT3G20820	0.0161305713318455
AT1G78080	AT1G21410	0.016130157516023
AT1G49560	AT1G16070	0.0161292399698586
AT5G14000	AT4G02180	0.0161287517549985
AT3G16280	AT1G65060	0.0161286059161188
AT5G67300	AT1G20350	0.0161282742522626
AT4G01460	AT1G18590	0.0161282003123053
AT5G67300	AT2G41160	0.0161276764574889
AT3G18550	AT1G55660	0.0161276581023858
AT5G56960	AT5G64870	0.0161273501483877
AT1G66140	AT4G29140	0.0161272565085904
AT5G01380	AT4G21970	0.0161272221817997
AT1G50640	AT2G17442	0.0161271979778376
AT2G26150	AT4G05070	0.0161270325045806
AT2G25900	AT5G19480	0.0161269767859264
AT4G38340	AT5G39020	0.0161265841263317
AT5G05410	AT1G19530	0.0161263890835843
AT1G71030	ATMG00690	0.0161257805146197
AT1G69780	AT4G16660	0.0161256642148168
AT4G00940	AT5G42220	0.0161249735087251
AT1G68520	AT4G18700	0.0161249066128007
AT1G17460	AT1G01390	0.016124399741527
AT5G10970	AT4G01080	0.0161242015972449
AT3G46080	AT5G02020	0.0161240916273222
AT3G01140	AT3G60940	0.0161236152164129
AT4G01120	AT3G06990	0.0161234617747707
AT5G07700	AT5G47160	0.0161232315226732
AT5G61590	AT1G52800	0.0161229263145776
AT5G48250	AT4G21310	0.0161225180556903
AT1G78600	AT5G03435	0.0161224698227578
AT5G05410	AT1G33760	0.0161221846440283
